dataset,sample_index,original_label,binary_label,model,lower,upper,boundary,positive_region
breast_cancer,68,1,1,itfrs,0.028554525992553814,0.9740949657959194,0.9455404398033656,0.028554525992553814
breast_cancer,69,1,1,itfrs,0.00609835805249348,0.9993058021132734,0.9932074440607799,0.00609835805249348
breast_cancer,70,0,0,itfrs,0.008054627615521559,0.9990216748058254,0.9909670471903038,0.008054627615521559
breast_cancer,71,1,1,itfrs,0.03273113030917185,0.9879557068476383,0.9552245765384665,0.03273113030917185
breast_cancer,72,0,0,itfrs,0.00977483605553131,0.9962835140965385,0.9865086780410072,0.00977483605553131
breast_cancer,73,0,0,itfrs,0.0019751150654363503,0.9970521739024396,0.9950770588370033,0.0019751150654363503
breast_cancer,74,1,1,itfrs,0.0020998915565270115,0.9994932610075995,0.9973933694510725,0.0020998915565270115
breast_cancer,75,0,0,itfrs,0.0038998945892568804,0.9968895632506973,0.9929896686614404,0.0038998945892568804
breast_cancer,76,1,1,itfrs,0.008116092639672723,0.9950626067089284,0.9869465140692557,0.008116092639672723
breast_cancer,77,0,0,itfrs,0.007629683811459009,0.9961162111507708,0.9884865273393117,0.007629683811459009
breast_cancer,78,0,0,itfrs,0.04686781511781268,0.9861246494869507,0.939256834369138,0.04686781511781268
breast_cancer,79,1,1,itfrs,0.0017631858947403378,0.9997012325527644,0.9979380466580241,0.0017631858947403378
breast_cancer,80,1,1,itfrs,0.004887433253484841,0.9988474349301804,0.9939600016766955,0.004887433253484841
breast_cancer,81,1,1,itfrs,0.0012412460667975411,0.9971154007468253,0.9958741546800277,0.0012412460667975411
breast_cancer,82,0,0,itfrs,0.03411008487728817,0.9956210012152731,0.9615109163379849,0.03411008487728817
breast_cancer,83,0,0,itfrs,0.016599526680725285,0.9919943364967636,0.9753948098160383,0.016599526680725285
breast_cancer,84,1,1,itfrs,0.005014476369272214,0.9990460232503204,0.9940315468810482,0.005014476369272214
breast_cancer,85,0,0,itfrs,0.005808847198834677,0.9990429418561237,0.9932340946572891,0.005808847198834677
breast_cancer,86,0,0,itfrs,0.002631902753390869,0.9976884018802747,0.9950564991268839,0.002631902753390869
breast_cancer,87,0,0,itfrs,0.00957831847135493,0.9962286466055241,0.9866503281341692,0.00957831847135493
breast_cancer,88,1,1,itfrs,0.0019112332252643194,0.9991094508821249,0.9971982176568606,0.0019112332252643194
breast_cancer,89,1,1,itfrs,0.003005857308415627,0.9974952342433727,0.9944893769349571,0.003005857308415627
breast_cancer,90,1,1,itfrs,0.0020182849309597906,0.99944408528162,0.9974258003506602,0.0020182849309597906
breast_cancer,91,0,0,itfrs,0.0029859796247897474,0.9977607064710452,0.9947747268462555,0.0029859796247897474
breast_cancer,92,1,1,itfrs,0.0035182483267317544,0.9984863849541872,0.9949681366274554,0.0035182483267317544
breast_cancer,93,1,1,itfrs,0.0017570028042525054,0.9991756392190315,0.997418636414779,0.0017570028042525054
breast_cancer,94,0,0,itfrs,0.002442204319963448,0.9984199678286614,0.9959777635086979,0.002442204319963448
breast_cancer,95,0,0,itfrs,0.00876507581226349,0.9981406655162592,0.9893755897039958,0.00876507581226349
breast_cancer,96,1,1,itfrs,0.0025144655515885184,0.9978386987551111,0.9953242332035226,0.0025144655515885184
breast_cancer,97,1,1,itfrs,0.004413989629433734,0.9974646321719602,0.9930506425425265,0.004413989629433734
breast_cancer,98,1,1,itfrs,0.003734850345343932,0.9992624955833871,0.9955276452380432,0.003734850345343932
breast_cancer,99,0,0,itfrs,0.001643194200736331,0.9981161521194057,0.9964729579186694,0.001643194200736331
breast_cancer,100,0,0,itfrs,0.0012745671117501134,0.9987080464051731,0.997433479293423,0.0012745671117501134
breast_cancer,101,1,1,itfrs,0.012912781276177898,0.995431893748432,0.9825191124722541,0.012912781276177898
breast_cancer,102,1,1,itfrs,0.002839897256541213,0.9987883264972165,0.9959484292406753,0.002839897256541213
breast_cancer,103,1,1,itfrs,0.004123705484501583,0.9983169229788118,0.9941932174943102,0.004123705484501583
breast_cancer,104,1,1,itfrs,0.009209536698271625,0.9983426779112194,0.9891331412129478,0.009209536698271625
breast_cancer,105,0,0,itfrs,0.010377729764120436,0.9965949156881347,0.9862171859240143,0.010377729764120436
breast_cancer,106,1,1,itfrs,0.003277018876091109,0.998089743445935,0.9948127245698439,0.003277018876091109
breast_cancer,107,1,1,itfrs,0.0013202849631631652,0.99911932806725,0.9977990431040868,0.0013202849631631652
breast_cancer,108,0,0,itfrs,0.034801269393845646,0.990620812116892,0.9558195427230464,0.034801269393845646
breast_cancer,109,1,1,itfrs,0.003733033313859324,0.9978436281703287,0.9941105948564694,0.003733033313859324
breast_cancer,110,1,1,itfrs,0.009792801987826949,0.9975083465819283,0.9877155445941014,0.009792801987826949
breast_cancer,111,1,1,itfrs,0.0034692599614539743,0.9970057551220626,0.9935364951606086,0.0034692599614539743
breast_cancer,112,1,1,itfrs,0.006199742555561327,0.9925586888738226,0.9863589463182613,0.006199742555561327
breast_cancer,113,1,1,itfrs,0.009214656569388135,0.9977038670408119,0.9884892104714238,0.009214656569388135
breast_cancer,114,1,1,itfrs,0.007352961072439768,0.998575721071476,0.9912227599990362,0.007352961072439768
breast_cancer,115,1,1,itfrs,0.0029343026509849324,0.9982106821719763,0.9952763795209913,0.0029343026509849324
breast_cancer,116,1,1,itfrs,0.014850531429349001,0.9925255284483662,0.9776749970190172,0.014850531429349001
breast_cancer,117,0,0,itfrs,0.006355571616968536,0.9979472882513979,0.9915917166344294,0.006355571616968536
breast_cancer,118,0,0,itfrs,0.007080168669547748,0.9970847472425721,0.9900045785730244,0.007080168669547748
breast_cancer,119,0,0,itfrs,0.011991559747628666,0.9871623502369417,0.975170790489313,0.011991559747628666
breast_cancer,120,1,1,itfrs,0.004387931868199857,0.9987810961137018,0.994393164245502,0.004387931868199857
breast_cancer,121,0,0,itfrs,0.004264563084442896,0.9982474920918007,0.9939829290073579,0.004264563084442896
breast_cancer,122,0,0,itfrs,0.0458819660865718,0.9783066301064238,0.932424664019852,0.0458819660865718
breast_cancer,123,1,1,itfrs,0.003189645173751976,0.9986359573297416,0.9954463121559897,0.003189645173751976
breast_cancer,124,1,1,itfrs,0.004482590701519684,0.9984225819980341,0.9939399912965144,0.004482590701519684
breast_cancer,125,1,1,itfrs,0.00532819499778614,0.999267684313125,0.9939394893153388,0.00532819499778614
breast_cancer,126,0,0,itfrs,0.002343156435094307,0.9976890383647612,0.9953458819296669,0.002343156435094307
breast_cancer,127,0,0,itfrs,0.003142511264317749,0.9985761518575376,0.9954336405932198,0.003142511264317749
breast_cancer,128,1,1,itfrs,0.0037564762574500143,0.9974275080537861,0.9936710317963361,0.0037564762574500143
breast_cancer,129,0,0,itfrs,0.012908619330090576,0.9974599543489174,0.9845513350188269,0.012908619330090576
breast_cancer,130,1,1,itfrs,0.004340271645271621,0.9987557617358503,0.9944154900905787,0.004340271645271621
breast_cancer,131,0,0,itfrs,0.0031417738233988635,0.9982979875799245,0.9951562137565256,0.0031417738233988635
breast_cancer,132,0,0,itfrs,0.0026726865531756516,0.9973627933557759,0.9946901068026003,0.0026726865531756516
breast_cancer,133,1,1,itfrs,0.001995740542332314,0.9991143465564775,0.9971186060141451,0.001995740542332314
breast_cancer,134,0,0,itfrs,0.0042169134722566115,0.9978474547547448,0.9936305412824882,0.0042169134722566115
breast_cancer,135,0,0,itfrs,0.0014472611983825656,0.9987080464051731,0.9972607852067905,0.0014472611983825656
breast_cancer,136,1,1,itfrs,0.0024966231633883895,0.9970333537861188,0.9945367306227304,0.0024966231633883895
breast_cancer,137,1,1,itfrs,0.004367266958467786,0.9994932610075995,0.9951259940491317,0.004367266958467786
breast_cancer,138,0,0,itfrs,0.011649442236016161,0.9902274092796178,0.9785779670436017,0.011649442236016161
breast_cancer,139,1,1,itfrs,0.004522209734221461,0.9972087516978387,0.9926865419636173,0.004522209734221461
breast_cancer,140,1,1,itfrs,0.013690849871058175,0.9985840461236788,0.9848931962526206,0.013690849871058175
breast_cancer,141,0,0,itfrs,0.002072914018516725,0.9978652227056306,0.9957923086871139,0.002072914018516725
breast_cancer,142,1,1,itfrs,0.0036624588911166045,0.9990731394646882,0.9954106805735716,0.0036624588911166045
breast_cancer,143,1,1,itfrs,0.0017450706616749523,0.9993595516346189,0.9976144809729439,0.0017450706616749523
breast_cancer,144,1,1,itfrs,0.004807708703461699,0.998913952950188,0.9941062442467263,0.004807708703461699
breast_cancer,145,1,1,itfrs,0.008960046412896827,0.996039633120502,0.9870795867076052,0.008960046412896827
breast_cancer,146,0,0,itfrs,0.02105264206612345,0.9925550417111838,0.9715023996450604,0.02105264206612345
breast_cancer,147,1,1,itfrs,0.005570643203302472,0.9986200240309365,0.993049380827634,0.005570643203302472
breast_cancer,148,1,1,itfrs,0.0020919132051373523,0.9988737089185525,0.9967817957134152,0.0020919132051373523
breast_cancer,149,1,1,itfrs,0.004110942811809459,0.9991418471447756,0.9950309043329661,0.004110942811809459
breast_cancer,150,1,1,itfrs,0.00685031089308219,0.9966790484332644,0.9898287375401822,0.00685031089308219
breast_cancer,151,1,1,itfrs,0.009065699832095708,0.9952074089461745,0.9861417091140788,0.009065699832095708
breast_cancer,152,1,1,itfrs,0.06032957814605899,0.9542064758166826,0.8938768976706236,0.06032957814605899
breast_cancer,153,1,1,itfrs,0.007235683995887032,0.9984477972398393,0.9912121132439523,0.007235683995887032
breast_cancer,154,1,1,itfrs,0.002958279341371939,0.9989321899634215,0.9959739106220495,0.002958279341371939
breast_cancer,155,1,1,itfrs,0.002275673886466545,0.9990680997782224,0.9967924258917559,0.002275673886466545
breast_cancer,156,0,0,itfrs,0.004073406081853026,0.9978675652525741,0.9937941591707211,0.004073406081853026
breast_cancer,157,1,1,itfrs,0.003142511264317749,0.9978384170129405,0.9946959057486228,0.003142511264317749
breast_cancer,158,1,1,itfrs,0.005170549663689683,0.9992575119229621,0.9940869622592724,0.005170549663689683
breast_cancer,159,1,1,itfrs,0.008595378416762278,0.9988050950060872,0.9902097165893249,0.008595378416762278
breast_cancer,160,1,1,itfrs,0.0036942753850734977,0.9984991113527716,0.9948048359676981,0.0036942753850734977
breast_cancer,161,0,0,itfrs,0.007561590260253714,0.995160895798108,0.9875993055378542,0.007561590260253714
breast_cancer,162,0,0,itfrs,0.014834723019724994,0.998173958216165,0.98333923519644,0.014834723019724994
breast_cancer,163,1,1,itfrs,0.002740936795827098,0.9981740214891892,0.9954330846933621,0.002740936795827098
breast_cancer,164,0,0,itfrs,0.01791530136838637,0.9965195155510633,0.978604214182677,0.01791530136838637
breast_cancer,165,1,1,itfrs,0.002830517758605211,0.9991677821314774,0.9963372643728722,0.002830517758605211
breast_cancer,166,1,1,itfrs,0.009209536698271625,0.9977283151111018,0.9885187784128302,0.009209536698271625
breast_cancer,167,0,0,itfrs,0.002281705437147341,0.9985761518575376,0.9962944464203902,0.002281705437147341
breast_cancer,168,0,0,itfrs,0.011059407839589808,0.9965533098472125,0.9854939020076227,0.011059407839589808
breast_cancer,169,1,1,itfrs,0.0036358083430264587,0.9991756392190315,0.9955398308760051,0.0036358083430264587
breast_cancer,170,1,1,itfrs,0.004676711591492855,0.998849631674435,0.9941729200829421,0.004676711591492855
breast_cancer,171,0,0,itfrs,0.001863908409899362,0.9982413027095883,0.996377394299689,0.001863908409899362
breast_cancer,172,0,0,itfrs,0.005097690626536755,0.9960101041866807,0.9909124135601439,0.005097690626536755
breast_cancer,173,1,1,itfrs,0.011551263310667914,0.9965732764476487,0.9850220131369808,0.011551263310667914
breast_cancer,174,1,1,itfrs,0.009155813521004919,0.9979834515054417,0.9888276379844367,0.009155813521004919
breast_cancer,175,1,1,itfrs,0.01054494692732344,0.9985840461236788,0.9880390991963554,0.01054494692732344
breast_cancer,176,1,1,itfrs,0.017509772030191217,0.9941207505569013,0.9766109785267101,0.017509772030191217
breast_cancer,177,0,0,itfrs,0.0031009107789770063,0.9984199678286614,0.9953190570496844,0.0031009107789770063
breast_cancer,178,1,1,itfrs,0.008201698930236256,0.9969299468917343,0.988728247961498,0.008201698930236256
breast_cancer,179,1,1,itfrs,0.007562952903313325,0.9989609447060454,0.991397991802732,0.007562952903313325
breast_cancer,180,0,0,itfrs,0.04952517041772864,0.9948071463237123,0.9452819759059836,0.04952517041772864
breast_cancer,181,0,0,itfrs,0.020858858396126778,0.9934939491023399,0.9726350907062131,0.020858858396126778
breast_cancer,182,0,0,itfrs,0.003895508311496987,0.9978474547547448,0.9939519464432478,0.003895508311496987
breast_cancer,183,1,1,itfrs,0.006492960253458913,0.9977088419085608,0.9912158816551019,0.006492960253458913
breast_cancer,184,0,0,itfrs,0.0020301337855912482,0.9977807120555314,0.9957505782699402,0.0020301337855912482
breast_cancer,185,1,1,itfrs,0.01110868657780828,0.9983217474065328,0.9872130608287245,0.01110868657780828
breast_cancer,186,0,0,itfrs,0.004042128693426017,0.9982565270323137,0.9942143983388877,0.004042128693426017
breast_cancer,187,1,1,itfrs,0.003942561669933786,0.9987126635809619,0.9947701019110281,0.003942561669933786
breast_cancer,188,1,1,itfrs,0.005494190118692566,0.9983941830116292,0.9928999928929366,0.005494190118692566
breast_cancer,189,1,1,itfrs,0.0063499256935686255,0.9989732834246388,0.9926233577310701,0.0063499256935686255
breast_cancer,190,0,0,itfrs,0.028554525992553814,0.9844920965547493,0.9559375705621955,0.028554525992553814
breast_cancer,191,1,1,itfrs,0.006059947726581583,0.997678319114498,0.9916183713879164,0.006059947726581583
breast_cancer,192,1,1,itfrs,0.03836763838705337,0.9768653002309957,0.9384976618439423,0.03836763838705337
breast_cancer,193,0,0,itfrs,0.007294537947949098,0.9969451045752838,0.9896505666273347,0.007294537947949098
breast_cancer,194,0,0,itfrs,0.0053597982888519136,0.9978879985081434,0.9925282002192914,0.0053597982888519136
breast_cancer,195,1,1,itfrs,0.003255530074831703,0.9991072863299263,0.9958517562550946,0.003255530074831703
breast_cancer,196,0,0,itfrs,0.003988569744496684,0.9968493078330619,0.9928607380885652,0.003988569744496684
breast_cancer,197,0,0,itfrs,0.0036045558949319156,0.996631361553266,0.9930268056583341,0.0036045558949319156
breast_cancer,198,0,0,itfrs,0.008638821765224236,0.9982950510456319,0.9896562292804076,0.008638821765224236
breast_cancer,199,0,0,itfrs,0.007274059988370163,0.9971984497751049,0.9899243897867347,0.007274059988370163
breast_cancer,200,1,1,itfrs,0.003466201029630911,0.9991094508821249,0.995643249852494,0.003466201029630911
breast_cancer,201,0,0,itfrs,0.003298401329763112,0.9979698662144088,0.9946714648846456,0.003298401329763112
breast_cancer,202,0,0,itfrs,0.024726824122418334,0.9956210012152731,0.9708941770928547,0.024726824122418334
breast_cancer,203,0,0,itfrs,0.012806387289015952,0.9923636611116287,0.9795572738226127,0.012806387289015952
breast_cancer,204,1,1,itfrs,0.0019006400929274525,0.9986656185700106,0.9967649784770831,0.0019006400929274525
breast_cancer,205,0,0,itfrs,0.0017450706616749523,0.9971702981765457,0.9954252275148707,0.0017450706616749523
breast_cancer,206,1,1,itfrs,0.004952277821409834,0.9987127427616175,0.9937604649402076,0.004952277821409834
breast_cancer,207,0,0,itfrs,0.0028010616780331787,0.9985554200888189,0.9957543584107857,0.0028010616780331787
breast_cancer,208,1,1,itfrs,0.0019754084076107903,0.9958795386604276,0.9939041302528168,0.0019754084076107903
breast_cancer,209,1,1,itfrs,0.004352204809497273,0.9979118028752201,0.9935595980657228,0.004352204809497273
breast_cancer,210,0,0,itfrs,0.009558949059164767,0.9967340294303362,0.9871750803711714,0.009558949059164767
breast_cancer,211,1,1,itfrs,0.0026091669501076,0.9992637769485826,0.996654609998475,0.0026091669501076
breast_cancer,212,0,0,itfrs,0.08397590822565137,0.9767059163376756,0.8927300081120242,0.08397590822565137
breast_cancer,213,0,0,itfrs,0.02331642558692093,0.9575454605676461,0.9342290349807252,0.02331642558692093
breast_cancer,214,0,0,itfrs,0.008516598660639918,0.9927891989057714,0.9842726002451315,0.008516598660639918
breast_cancer,215,0,0,itfrs,0.0012412460667975411,0.9983969441764441,0.9971556981096465,0.0012412460667975411
breast_cancer,216,1,1,itfrs,0.002631902753390869,0.9979925148525847,0.9953606120991938,0.002631902753390869
breast_cancer,217,1,1,itfrs,0.003839946121148685,0.99790413450486,0.9940641883837114,0.003839946121148685
breast_cancer,218,0,0,itfrs,0.010123471049322319,0.9981406655162592,0.9880171944669369,0.010123471049322319
breast_cancer,219,0,0,itfrs,0.019440288257735583,0.9952606033545167,0.9758203150967811,0.019440288257735583
breast_cancer,220,1,1,itfrs,0.004909184916683462,0.9984156719956496,0.9935064870789662,0.004909184916683462
breast_cancer,221,1,1,itfrs,0.003186669647082807,0.9988612649489514,0.9956745953018686,0.003186669647082807
breast_cancer,222,1,1,itfrs,0.0056180923816856465,0.998350978423742,0.9927328860420563,0.0056180923816856465
breast_cancer,223,0,0,itfrs,0.0036192903304997914,0.9982932294171524,0.9946739390866526,0.0036192903304997914
breast_cancer,224,1,1,itfrs,0.0017646987963928495,0.999168912642821,0.9974042138464282,0.0017646987963928495
breast_cancer,225,1,1,itfrs,0.0035437739492815146,0.998849631674435,0.9953058577251535,0.0035437739492815146
breast_cancer,226,1,1,itfrs,0.006675358713516877,0.9987770150669231,0.9921016563534062,0.006675358713516877
breast_cancer,227,1,1,itfrs,0.0025673158436108068,0.9985450832903471,0.9959777674467363,0.0025673158436108068
breast_cancer,228,1,1,itfrs,0.0020480860858175243,0.9983097266188683,0.9962616405330508,0.0020480860858175243
breast_cancer,229,0,0,itfrs,0.005966464918604197,0.9974016710087453,0.9914352060901411,0.005966464918604197
breast_cancer,230,0,0,itfrs,0.010239153121799793,0.9973747042430046,0.9871355511212048,0.010239153121799793
breast_cancer,231,1,1,itfrs,0.00642642811828098,0.9973473685735229,0.9909209404552419,0.00642642811828098
breast_cancer,232,1,1,itfrs,0.004271461050111225,0.9970043513595375,0.9927328903094262,0.004271461050111225
breast_cancer,233,0,0,itfrs,0.009359587279273107,0.9964495115808814,0.9870899243016082,0.009359587279273107
breast_cancer,234,1,1,itfrs,0.008382277623800283,0.9989865331706732,0.9906042555468729,0.008382277623800283
breast_cancer,235,1,1,itfrs,0.0019236649627059066,0.9985188560043199,0.996595191041614,0.0019236649627059066
breast_cancer,236,0,0,itfrs,0.03021529975489501,0.9964931029527391,0.9662778031978441,0.03021529975489501
breast_cancer,237,0,0,itfrs,0.0061208726348584985,0.9984895866936431,0.9923687140587846,0.0061208726348584985
breast_cancer,238,1,1,itfrs,0.00483520145566696,0.9974364112076756,0.9926012097520086,0.00483520145566696
breast_cancer,239,0,0,itfrs,0.020814664841200092,0.9914086692063272,0.9705940043651271,0.020814664841200092
breast_cancer,240,1,1,itfrs,0.003985711348704624,0.9993390614913519,0.9953533501426473,0.003985711348704624
breast_cancer,241,1,1,itfrs,0.007319271870260824,0.9988050950060872,0.9914858231358263,0.007319271870260824
breast_cancer,242,1,1,itfrs,0.006232474719197523,0.9952074089461745,0.988974934226977,0.006232474719197523
breast_cancer,243,1,1,itfrs,0.0036230258135412363,0.9982704794120155,0.9946474535984743,0.0036230258135412363
breast_cancer,244,0,0,itfrs,0.00767761602917616,0.9985764734291347,0.9908988573999585,0.00767761602917616
breast_cancer,245,1,1,itfrs,0.00640766792777181,0.9973588658489747,0.9909511979212029,0.00640766792777181
breast_cancer,246,1,1,itfrs,0.0024901645205690492,0.9987785455556107,0.9962883810350417,0.0024901645205690492
breast_cancer,247,1,1,itfrs,0.006104434830309646,0.9946123297579428,0.9885078949276331,0.006104434830309646
breast_cancer,248,1,1,itfrs,0.003098953223016121,0.9979080867948626,0.9948091335718465,0.003098953223016121
breast_cancer,249,1,1,itfrs,0.0033153903790679173,0.9989896924143291,0.9956743020352612,0.0033153903790679173
breast_cancer,250,0,0,itfrs,0.01456572410408108,0.9959280151927037,0.9813622910886226,0.01456572410408108
breast_cancer,251,1,1,itfrs,0.0035224336487670316,0.9988074044907752,0.9952849708420082,0.0035224336487670316
breast_cancer,252,0,0,itfrs,0.014925748831346786,0.9956408880249356,0.9807151391935888,0.014925748831346786
breast_cancer,253,0,0,itfrs,0.002527893657537472,0.999373734558326,0.9968458409007885,0.002527893657537472
breast_cancer,254,0,0,itfrs,0.010580551256418325,0.9987427738891622,0.9881622226327439,0.010580551256418325
breast_cancer,255,0,0,itfrs,0.0014760358007019914,0.9978652227056306,0.9963891869049286,0.0014760358007019914
